"N1,C,10","N2,C,15","N3,C,17","N4,C,17","N5,C,17","N6,C,17","N7,C,17","N8,C,18","N9,C,17",,,"N10,C,30","N11,C,17","N12,C,18","N13,C,18","N14,C,14","N15,C,15","N16,C,19",,,,,,,"N17,C,10","N18,C,9",,,,"N21,C,1","N22,C,16","N23,C,16",,,,,,,
823,822,1.758618735,4,4,1,2,5,1,5,5,4814.404267,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
824,823,1.758618735,4,4,1,2,5,1,5,5,4659.618183,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
825,824,1.758618735,4,4,1,1,5,1,5,5,4504.16349,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
826,825,1.758618735,4,4,1,1,5,1,5,5,4244.881848,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
827,826,1.758618735,4,4,1,4,5,1,5,5,4128.19987,2.471172693,0.397833106,2.869005799,2.4712,3.11,100,5,2.471172693,0,2.869005799,3.610640788,,,,,,,,,,,,,,,,
828,827,1.758618735,4,4,1,3,5,1,5,5,4252.920883,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
829,828,1.758618735,4,4,1,2,5,1,5,5,4260.700857,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
830,829,1.758618735,4,4,1,1,5,1,5,5,3814.386983,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
831,830,1.758618735,4,4,1,1,5,1,5,5,3711.294838,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
832,831,1.758618735,4,4,1,3,5,1,5,5,3667.728274,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
833,832,1.758618735,4,4,1,3,5,1,5,5,3625.888238,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
834,833,1.758618735,3,4,1,4,5,1,5,5,3550.963672,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
835,834,1.758618735,4,4,1,5,5,1,5,5,3539.140132,2.551216904,0.410719392,2.961936296,2.5512,3.211,100,5,2.551216904,3.9968E-15,2.961936296,3.72759372,,,,,,,,,,,,,,,,
836,835,1.758618735,3,4,1,2,5,1,5,5,3674.884877,2.148079845,0.345818518,2.493898362,2.1481,2.703,100,5,2.148079845,-4.44089E-15,2.493898362,3.138568472,,,,,,,,,,,,,,,,
837,836,1.758618735,3,4,1,2,5,1,5,5,3718.293575,2.148079845,0.345818518,2.493898362,2.1481,2.703,100,5,2.148079845,-4.44089E-15,2.493898362,3.138568472,,,,,,,,,,,,,,,,
838,837,1.758618735,3,4,1,2,5,1,5,5,3744.365795,2.148079845,0.345818518,2.493898362,2.1481,2.703,100,5,2.148079845,-4.44089E-15,2.493898362,3.138568472,,,,,,,,,,,,,,,,
839,838,1.758618735,3,4,1,1,4,1,5,4,3880.720814,1.884524759,0.303388889,2.187913648,1.8845,2.372,100,5,1.884524759,0,2.187913648,2.75348703,,,,,,,,,,,,,,,,
840,839,1.758618735,2,4,1,3,3,1,5,1,3886.303756,1.996906551,0.321481189,2.31838774,1.9969,2.513,100,5,1.70685867,0.290047881,2.31838774,2.917688538,,,,,,,,,,,,,,,,
841,840,1.758618735,2,4,1,2,3,1,5,1,3899.780248,1.884524759,0.303388889,2.187913648,1.8845,2.372,100,5,1.610800176,0.273724583,2.187913648,2.75348703,,,,,,,,,,,,,,,,
842,841,1.758618735,2,4,1,1,3,1,5,1,3815.518238,1.70685867,0.274786497,1.981645166,1.7069,2.148,100,5,1.458939838,0.247918832,1.981645166,2.493898362,,,,,,,,,,,,,,,,
843,842,1.758618735,3,4,1,1,3,1,5,1,3858.180226,1.808645518,0.291173121,2.099818639,1.8086,2.276,100,5,1.545942289,0.26270323,2.099818639,2.642619554,,,,,,,,,,,,,,,,
844,843,1.758618735,3,4,1,2,3,1,5,1,3916.886236,1.996906551,0.321481189,2.31838774,1.9969,2.513,100,5,1.70685867,0.290047881,2.31838774,2.917688538,,,,,,,,,,,,,,,,
845,844,1.758618735,3,4,1,4,3,1,5,1,3907.922385,2.774692655,0.446696664,3.221389319,2.2048,2.775,100,5,1.884524759,0.890167896,2.559707592,3.221389319,,,,,,,,,,,,,,,,
846,845,1.758618735,4,4,1,3,3,1,5,1,3719.399591,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
847,846,1.8,2,4,1,5,3,1,5,1,0,2.155228856,0.338669507,2.493898362,2.1552,2.712,100,5,1.842184881,0.313043974,2.493898362,3.138568472,,,,,,,,,,,,,,,,
848,847,1.8,2,4,1,5,3,1,5,1,5310.345769,2.155228856,0.338669507,2.493898362,2.1552,2.712,100,5,1.842184881,0.313043974,2.493898362,3.138568472,,,,,,,,,,,,,,,,
849,848,1.8,2,4,1,2,4,1,5,4,5265.306025,1.970122411,0.309582151,2.279704562,1.9701,2.479,100,5,1.970122411,0,2.279704562,2.869005799,,,,,,,,,,,,,,,,
850,849,1.8,3,4,1,5,3,1,5,1,0,2.874101788,0.451632147,3.325733936,2.2838,2.874,100,5,1.952041776,0.922060012,2.642619554,3.325733936,,,,,,,,,,,,,,,,
851,850,1.8,3,4,1,5,3,1,5,1,4928.3418,2.283753822,0.358865732,2.642619554,2.2838,2.874,100,5,1.952041776,0.331712046,2.642619554,3.325733936,,,,,,,,,,,,,,,,
852,851,1.8,2,4,1,1,3,1,5,1,4540.075564,1.712539255,0.269105911,1.981645166,1.7125,2.155,100,5,1.463795326,0.248743929,1.981645166,2.493898362,,,,,,,,,,,,,,,,
853,852,1.8,2,4,1,1,3,1,5,1,4540.075564,1.712539255,0.269105911,1.981645166,1.7125,2.155,100,5,1.463795326,0.248743929,1.981645166,2.493898362,,,,,,,,,,,,,,,,
854,853,1.8,2,4,1,5,3,1,5,1,4170.557079,2.712353253,0.426215219,3.138568472,2.1552,2.712,100,5,1.842184881,0.870168372,2.493898362,3.138568472,,,,,,,,,,,,,,,,
855,854,1.8,3,4,1,2,3,1,5,1,4424.052673,2.003552443,0.314835297,2.31838774,2.0036,2.521,100,5,1.712539255,0.291013188,2.31838774,2.917688538,,,,,,,,,,,,,,,,
856,855,1.8,2,4,1,4,3,1,5,1,0,2.087608735,0.32804378,2.415652516,2.0876,2.627,100,5,1.784386489,0.303222246,2.415652516,3.040096156,,,,,,,,,,,,,,,,
857,856,1.8,2,4,1,1,3,1,5,1,0,1.712539255,0.269105911,1.981645166,1.7125,2.155,100,5,1.463795326,0.248743929,1.981645166,2.493898362,,,,,,,,,,,,,,,,
858,857,1.8,3,4,1,1,3,1,5,1,0,2.283753822,0.358865732,2.642619554,1.8147,2.284,100,5,1.551087329,0.732666493,2.099818639,2.642619554,,,,,,,,,,,,,,,,
859,858,1.8,2,4,1,4,3,1,5,1,0,2.087608735,0.32804378,2.415652516,2.0876,2.627,100,5,1.784386489,0.303222246,2.415652516,3.040096156,,,,,,,,,,,,,,,,
860,859,1.8,2,4,1,4,3,1,5,1,0,2.087608735,0.32804378,2.415652516,2.0876,2.627,100,5,1.784386489,0.303222246,2.415652516,3.040096156,,,,,,,,,,,,,,,,
,,,,2580,,,,,5,,,,,,,,,5,2580,-2580,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

